query_id,probe_cost
mmlupro:test_1000:683,0.0001
mmlupro:test_1000:684,0.0001
mmlupro:test_1000:687,0.0001
mmlupro:test_1000:690,0.0001
mmlupro:test_1000:691,0.0001
mmlupro:test_1000:694,0.0001
mmlupro:test_1000:695,0.0001
mmlupro:test_1000:700,0.0001
mmlupro:test_1000:709,0.0001
mmlupro:test_1000:712,0.0001
mmlupro:test_1000:715,0.0001
mmlupro:test_1000:720,0.0001
mmlupro:test_1000:725,0.0001
mmlupro:test_1000:729,0.0001
mmlupro:test_1000:744,0.0001
mmlupro:test_1000:752,0.0001
mmlupro:test_1000:759,0.0001
mmlupro:test_1000:762,0.0001
mmlupro:test_1000:774,0.0001
mmlupro:test_1000:776,0.0001
mmlupro:test_1000:778,0.0001
mmlupro:test_1000:785,0.0001
mmlupro:test_1000:786,0.0001
mmlupro:test_1000:792,0.0001
mmlupro:test_1000:794,0.0001
mmlupro:test_1000:799,0.0001
mmlupro:test_1000:806,0.0001
mmlupro:test_1000:813,0.0001
mmlupro:test_1000:815,0.0001
mmlupro:test_1000:820,0.0001
mmlupro:test_1000:824,0.0001
mmlupro:test_1000:825,0.0001
mmlupro:test_1000:826,0.0001
mmlupro:test_1000:827,0.0001
mmlupro:test_1000:829,0.0001
mmlupro:test_1000:832,0.0001
mmlupro:test_1000:839,0.0001
mmlupro:test_1000:845,0.0001
mmlupro:test_1000:847,0.0001
mmlupro:test_1000:848,0.0001
mmlupro:test_1000:851,0.0001
mmlupro:test_1000:859,0.0001
mmlupro:test_1000:868,0.0001
mmlupro:test_1000:872,0.0001
mmlupro:test_1000:877,0.0001
mmlupro:test_1000:882,0.0001
mmlupro:test_1000:886,0.0001
mmlupro:test_1000:888,0.0001
mmlupro:test_1000:890,0.0001
mmlupro:test_1000:912,0.0001
mmlupro:test_1000:920,0.0001
mmlupro:test_1000:923,0.0001
mmlupro:test_1000:928,0.0001
mmlupro:test_1000:938,0.0001
mmlupro:test_1000:939,0.0001
mmlupro:test_1000:945,0.0001
mmlupro:test_1000:950,0.0001
mmlupro:test_1000:955,0.0001
mmlupro:test_1000:956,0.0001
mmlupro:test_1000:959,0.0001
mmlupro:test_1000:960,0.0001
mmlupro:test_1000:964,0.0001
mmlupro:test_1000:977,0.0001
mmlupro:test_1000:978,0.0001
mmlupro:test_1000:980,0.0001
mmlupro:test_1000:981,0.0001
mmlupro:test_1000:987,0.0001
mmlupro:test_1000:988,0.0001
mmlupro:test_1000:992,0.0001
mmlupro:test_1000:995,0.0001
mmlupro:test_1000:999,0.0001
math500:test:6,0.0001
math500:test:7,0.0001
math500:test:8,0.0001
math500:test:9,0.0001
math500:test:13,0.0001
math500:test:16,0.0001
math500:test:24,0.0001
math500:test:43,0.0001
math500:test:46,0.0001
math500:test:50,0.0001
math500:test:58,0.0001
math500:test:61,0.0001
math500:test:69,0.0001
math500:test:71,0.0001
math500:test:77,0.0001
math500:test:84,0.0001
math500:test:85,0.0001
math500:test:92,0.0001
math500:test:95,0.0001
math500:test:99,0.0001
math500:test:100,0.0001
math500:test:102,0.0001
math500:test:104,0.0001
math500:test:109,0.0001
math500:test:110,0.0001
math500:test:124,0.0001
math500:test:129,0.0001
math500:test:149,0.0001
math500:test:151,0.0001
math500:test:154,0.0001
math500:test:157,0.0001
math500:test:158,0.0001
math500:test:161,0.0001
math500:test:169,0.0001
math500:test:175,0.0001
math500:test:176,0.0001
math500:test:177,0.0001
math500:test:178,0.0001
math500:test:179,0.0001
math500:test:197,0.0001
math500:test:210,0.0001
math500:test:212,0.0001
math500:test:224,0.0001
math500:test:229,0.0001
math500:test:230,0.0001
math500:test:236,0.0001
math500:test:238,0.0001
math500:test:245,0.0001
math500:test:247,0.0001
math500:test:249,0.0001
math500:test:250,0.0001
math500:test:253,0.0001
math500:test:256,0.0001
math500:test:258,0.0001
math500:test:259,0.0001
math500:test:262,0.0001
math500:test:263,0.0001
math500:test:266,0.0001
math500:test:271,0.0001
math500:test:276,0.0001
math500:test:286,0.0001
math500:test:288,0.0001
math500:test:296,0.0001
math500:test:304,0.0001
math500:test:306,0.0001
math500:test:309,0.0001
math500:test:310,0.0001
math500:test:311,0.0001
math500:test:313,0.0001
math500:test:315,0.0001
math500:test:324,0.0001
math500:test:325,0.0001
math500:test:332,0.0001
math500:test:346,0.0001
math500:test:350,0.0001
math500:test:357,0.0001
math500:test:365,0.0001
math500:test:368,0.0001
math500:test:373,0.0001
math500:test:376,0.0001
math500:test:377,0.0001
math500:test:378,0.0001
math500:test:390,0.0001
math500:test:394,0.0001
math500:test:395,0.0001
math500:test:396,0.0001
math500:test:398,0.0001
math500:test:402,0.0001
math500:test:403,0.0001
math500:test:422,0.0001
math500:test:431,0.0001
math500:test:447,0.0001
math500:test:450,0.0001
math500:test:451,0.0001
math500:test:458,0.0001
math500:test:467,0.0001
math500:test:479,0.0001
math500:test:483,0.0001
math500:test:484,0.0001
math500:test:487,0.0001
math500:test:488,0.0001
math500:test:490,0.0001
math500:test:499,0.0001
math500:test:500,0.0001
gpqa:test:1,0.0001
gpqa:test:8,0.0001
gpqa:test:15,0.0001
gpqa:test:22,0.0001
gpqa:test:25,0.0001
gpqa:test:34,0.0001
gpqa:test:39,0.0001
gpqa:test:42,0.0001
gpqa:test:44,0.0001
gpqa:test:57,0.0001
gpqa:test:70,0.0001
gpqa:test:71,0.0001
gpqa:test:78,0.0001
gpqa:test:82,0.0001
gpqa:test:84,0.0001
gpqa:test:85,0.0001
gpqa:test:89,0.0001
gpqa:test:93,0.0001
gpqa:test:97,0.0001
gpqa:test:104,0.0001
gpqa:test:107,0.0001
gpqa:test:114,0.0001
gpqa:test:115,0.0001
gpqa:test:131,0.0001
gpqa:test:137,0.0001
gpqa:test:143,0.0001
gpqa:test:144,0.0001
gpqa:test:152,0.0001
gpqa:test:158,0.0001
gpqa:test:162,0.0001
gpqa:test:164,0.0001
gpqa:test:175,0.0001
gpqa:test:179,0.0001
gpqa:test:180,0.0001
gpqa:test:187,0.0001
gpqa:test:194,0.0001
gpqa:test:196,0.0001
mbpp:test:1,0.0001
mbpp:test:3,0.0001
mbpp:test:5,0.0001
mbpp:test:7,0.0001
mbpp:test:16,0.0001
mbpp:test:21,0.0001
mbpp:test:31,0.0001
mbpp:test:34,0.0001
mbpp:test:38,0.0001
mbpp:test:42,0.0001
mbpp:test:48,0.0001
mbpp:test:64,0.0001
mbpp:test:71,0.0001
mbpp:test:75,0.0001
mbpp:test:82,0.0001
mbpp:test:101,0.0001
mbpp:test:104,0.0001
mbpp:test:110,0.0001
mbpp:test:112,0.0001
mbpp:test:120,0.0001
mbpp:test:127,0.0001
mbpp:test:128,0.0001
mbpp:test:135,0.0001
mbpp:test:136,0.0001
mbpp:test:138,0.0001
mbpp:test:140,0.0001
mbpp:test:148,0.0001
mbpp:test:153,0.0001
mbpp:test:157,0.0001
mbpp:test:159,0.0001
mbpp:test:160,0.0001
mbpp:test:162,0.0001
mbpp:test:170,0.0001
mbpp:test:174,0.0001
mbpp:test:175,0.0001
mbpp:test:176,0.0001
mbpp:test:185,0.0001
mbpp:test:194,0.0001
mbpp:test:201,0.0001
mbpp:test:203,0.0001
mbpp:test:206,0.0001
mbpp:test:212,0.0001
mbpp:test:215,0.0001
mbpp:test:228,0.0001
mbpp:test:231,0.0001
mbpp:test:232,0.0001
mbpp:test:234,0.0001
mbpp:test:238,0.0001
mbpp:test:255,0.0001
mbpp:test:264,0.0001
mbpp:test:268,0.0001
mbpp:test:272,0.0001
mbpp:test:277,0.0001
mbpp:test:287,0.0001
mbpp:test:288,0.0001
mbpp:test:306,0.0001
mbpp:test:308,0.0001
mbpp:test:309,0.0001
mbpp:test:310,0.0001
mbpp:test:314,0.0001
mbpp:test:319,0.0001
mbpp:test:322,0.0001
mbpp:test:323,0.0001
mbpp:test:325,0.0001
mbpp:test:327,0.0001
mbpp:test:329,0.0001
mbpp:test:331,0.0001
mbpp:test:339,0.0001
mbpp:test:340,0.0001
mbpp:test:349,0.0001
mbpp:test:354,0.0001
mbpp:test:356,0.0001
mbpp:test:360,0.0001
mbpp:test:364,0.0001
mbpp:test:366,0.0001
mbpp:test:367,0.0001
mbpp:test:371,0.0001
mbpp:test:377,0.0001
mbpp:test:379,0.0001
mbpp:test:380,0.0001
mbpp:test:386,0.0001
mbpp:test:390,0.0001
mbpp:test:392,0.0001
mbpp:test:407,0.0001
mbpp:test:409,0.0001
mbpp:test:416,0.0001
mbpp:test:421,0.0001
mbpp:test:424,0.0001
mbpp:test:429,0.0001
mbpp:test:432,0.0001
mbpp:test:436,0.0001
mbpp:test:447,0.0001
mbpp:test:449,0.0001
mbpp:test:452,0.0001
mbpp:test:469,0.0001
mbpp:test:471,0.0001
mbpp:test:475,0.0001
mbpp:test:482,0.0001
mbpp:test:486,0.0001
mbpp:test:487,0.0001
mbpp:test:494,0.0001
mbpp:test:506,0.0001
mbpp:test:507,0.0001
mbpp:test:521,0.0001
mbpp:test:523,0.0001
mbpp:test:525,0.0001
mbpp:test:533,0.0001
mbpp:test:536,0.0001
mbpp:test:539,0.0001
mbpp:test:540,0.0001
mbpp:test:548,0.0001
mbpp:test:549,0.0001
mbpp:test:552,0.0001
mbpp:test:555,0.0001
mbpp:test:560,0.0001
mbpp:test:562,0.0001
mbpp:test:563,0.0001
mbpp:test:565,0.0001
mbpp:test:566,0.0001
mbpp:test:577,0.0001
mbpp:test:579,0.0001
mbpp:test:592,0.0001
mbpp:test:602,0.0001
mbpp:test:608,0.0001
mbpp:test:609,0.0001
mbpp:test:621,0.0001
mbpp:test:623,0.0001
mbpp:test:629,0.0001
mbpp:test:631,0.0001
mbpp:test:634,0.0001
mbpp:test:639,0.0001
mbpp:test:645,0.0001
mbpp:test:650,0.0001
mbpp:test:653,0.0001
mbpp:test:660,0.0001
mbpp:test:663,0.0001
mbpp:test:664,0.0001
mbpp:test:666,0.0001
mbpp:test:700,0.0001
mbpp:test:704,0.0001
mbpp:test:711,0.0001
mbpp:test:713,0.0001
mbpp:test:716,0.0001
mbpp:test:718,0.0001
mbpp:test:723,0.0001
mbpp:test:726,0.0001
mbpp:test:735,0.0001
mbpp:test:738,0.0001
mbpp:test:745,0.0001
mbpp:test:746,0.0001
mbpp:test:762,0.0001
mbpp:test:782,0.0001
mbpp:test:786,0.0001
mbpp:test:789,0.0001
mbpp:test:795,0.0001
mbpp:test:803,0.0001
mbpp:test:804,0.0001
mbpp:test:809,0.0001
mbpp:test:810,0.0001
mbpp:test:811,0.0001
mbpp:test:818,0.0001
mbpp:test:827,0.0001
mbpp:test:830,0.0001
mbpp:test:833,0.0001
mbpp:test:837,0.0001
mbpp:test:847,0.0001
mbpp:test:854,0.0001
mbpp:test:855,0.0001
mbpp:test:862,0.0001
mbpp:test:867,0.0001
mbpp:test:869,0.0001
mbpp:test:871,0.0001
mbpp:test:874,0.0001
mbpp:test:880,0.0001
mbpp:test:882,0.0001
mbpp:test:887,0.0001
mbpp:test:889,0.0001
mbpp:test:893,0.0001
mbpp:test:899,0.0001
mbpp:test:901,0.0001
mbpp:test:907,0.0001
mbpp:test:915,0.0001
mbpp:test:916,0.0001
mbpp:test:918,0.0001
mbpp:test:924,0.0001
mbpp:test:932,0.0001
mbpp:test:933,0.0001
mbpp:test:935,0.0001
mbpp:test:937,0.0001
mbpp:test:941,0.0001
mbpp:test:942,0.0001
aime:hybrid:4,0.0001
aime:hybrid:16,0.0001
aime:hybrid:17,0.0001
aime:hybrid:18,0.0001
aime:hybrid:22,0.0001
aime:hybrid:27,0.0001
aime:hybrid:30,0.0001
aime:hybrid:31,0.0001
aime:hybrid:34,0.0001
aime:hybrid:36,0.0001
aime:hybrid:37,0.0001
aime:hybrid:39,0.0001
aime:hybrid:44,0.0001
aime:hybrid:53,0.0001
