query_id,state_label,split
mmlupro:test_1000:17,10,train
mmlupro:test_1000:19,10,train
mmlupro:test_1000:20,7,train
mmlupro:test_1000:21,3,train
mmlupro:test_1000:22,9,train
mmlupro:test_1000:23,0,train
mmlupro:test_1000:24,10,train
mmlupro:test_1000:25,5,train
mmlupro:test_1000:26,10,train
mmlupro:test_1000:29,10,train
mmlupro:test_1000:30,12,train
mmlupro:test_1000:31,1,train
mmlupro:test_1000:32,9,train
mmlupro:test_1000:33,11,train
mmlupro:test_1000:36,10,train
mmlupro:test_1000:38,11,train
mmlupro:test_1000:39,12,train
mmlupro:test_1000:40,9,train
mmlupro:test_1000:42,5,train
mmlupro:test_1000:45,9,train
mmlupro:test_1000:49,10,train
mmlupro:test_1000:51,5,train
mmlupro:test_1000:53,10,train
mmlupro:test_1000:54,9,train
mmlupro:test_1000:56,9,train
mmlupro:test_1000:58,7,train
mmlupro:test_1000:61,11,train
mmlupro:test_1000:65,5,train
mmlupro:test_1000:66,3,train
mmlupro:test_1000:68,5,train
mmlupro:test_1000:69,11,train
mmlupro:test_1000:70,10,train
mmlupro:test_1000:74,11,train
mmlupro:test_1000:75,11,train
mmlupro:test_1000:76,10,train
mmlupro:test_1000:77,4,train
mmlupro:test_1000:79,10,train
mmlupro:test_1000:80,1,train
mmlupro:test_1000:82,10,train
mmlupro:test_1000:83,10,train
mmlupro:test_1000:84,11,train
mmlupro:test_1000:86,7,train
mmlupro:test_1000:87,9,train
mmlupro:test_1000:90,10,train
mmlupro:test_1000:91,12,train
mmlupro:test_1000:94,3,train
mmlupro:test_1000:95,10,train
mmlupro:test_1000:96,11,train
mmlupro:test_1000:98,10,train
mmlupro:test_1000:99,7,train
mmlupro:test_1000:100,4,train
mmlupro:test_1000:101,9,train
mmlupro:test_1000:102,10,train
mmlupro:test_1000:103,10,train
mmlupro:test_1000:104,12,train
mmlupro:test_1000:108,10,train
mmlupro:test_1000:109,11,train
mmlupro:test_1000:114,5,train
mmlupro:test_1000:116,9,train
mmlupro:test_1000:117,11,train
mmlupro:test_1000:118,4,train
mmlupro:test_1000:122,9,train
mmlupro:test_1000:125,9,train
mmlupro:test_1000:127,10,train
mmlupro:test_1000:128,10,train
mmlupro:test_1000:130,11,train
mmlupro:test_1000:132,9,train
mmlupro:test_1000:134,10,train
mmlupro:test_1000:135,10,train
mmlupro:test_1000:136,3,train
mmlupro:test_1000:140,5,train
mmlupro:test_1000:141,10,train
mmlupro:test_1000:144,9,train
mmlupro:test_1000:145,10,train
mmlupro:test_1000:147,13,train
mmlupro:test_1000:149,10,train
mmlupro:test_1000:150,3,train
mmlupro:test_1000:151,11,train
mmlupro:test_1000:152,0,train
mmlupro:test_1000:153,11,train
mmlupro:test_1000:154,11,train
mmlupro:test_1000:155,10,train
mmlupro:test_1000:157,11,train
mmlupro:test_1000:158,10,train
mmlupro:test_1000:159,9,train
mmlupro:test_1000:161,10,train
mmlupro:test_1000:163,11,train
mmlupro:test_1000:164,0,train
mmlupro:test_1000:165,10,train
mmlupro:test_1000:167,10,train
mmlupro:test_1000:169,5,train
mmlupro:test_1000:170,7,train
mmlupro:test_1000:171,10,train
mmlupro:test_1000:172,9,train
mmlupro:test_1000:174,5,train
mmlupro:test_1000:175,11,train
mmlupro:test_1000:177,10,train
mmlupro:test_1000:178,10,train
mmlupro:test_1000:181,10,train
mmlupro:test_1000:182,10,train
mmlupro:test_1000:183,1,train
mmlupro:test_1000:184,12,train
mmlupro:test_1000:187,11,train
mmlupro:test_1000:188,1,train
mmlupro:test_1000:190,11,train
mmlupro:test_1000:191,9,train
mmlupro:test_1000:192,11,train
mmlupro:test_1000:193,10,train
mmlupro:test_1000:199,11,train
mmlupro:test_1000:202,11,train
mmlupro:test_1000:204,9,train
mmlupro:test_1000:205,10,train
mmlupro:test_1000:206,10,train
mmlupro:test_1000:207,11,train
mmlupro:test_1000:209,10,train
mmlupro:test_1000:211,11,train
mmlupro:test_1000:213,9,train
mmlupro:test_1000:215,11,train
mmlupro:test_1000:216,5,train
mmlupro:test_1000:217,10,train
mmlupro:test_1000:218,10,train
mmlupro:test_1000:219,10,train
mmlupro:test_1000:221,10,train
mmlupro:test_1000:223,10,train
mmlupro:test_1000:226,10,train
mmlupro:test_1000:227,11,train
mmlupro:test_1000:232,11,train
mmlupro:test_1000:233,9,train
mmlupro:test_1000:235,0,train
mmlupro:test_1000:237,9,train
mmlupro:test_1000:238,11,train
mmlupro:test_1000:239,10,train
mmlupro:test_1000:240,10,train
mmlupro:test_1000:242,10,train
mmlupro:test_1000:244,1,train
mmlupro:test_1000:245,11,train
mmlupro:test_1000:246,11,train
mmlupro:test_1000:247,9,train
mmlupro:test_1000:248,10,train
mmlupro:test_1000:251,15,train
mmlupro:test_1000:252,10,train
mmlupro:test_1000:257,11,train
mmlupro:test_1000:258,4,train
mmlupro:test_1000:260,4,train
mmlupro:test_1000:265,10,train
mmlupro:test_1000:267,10,train
mmlupro:test_1000:268,5,train
mmlupro:test_1000:270,11,train
mmlupro:test_1000:271,11,train
mmlupro:test_1000:273,10,train
mmlupro:test_1000:274,10,train
mmlupro:test_1000:276,10,train
mmlupro:test_1000:278,5,train
mmlupro:test_1000:280,11,train
mmlupro:test_1000:281,10,train
mmlupro:test_1000:282,14,train
mmlupro:test_1000:285,11,train
mmlupro:test_1000:286,13,train
mmlupro:test_1000:289,10,train
mmlupro:test_1000:292,10,train
mmlupro:test_1000:293,11,train
mmlupro:test_1000:295,10,train
mmlupro:test_1000:296,7,train
mmlupro:test_1000:297,10,train
mmlupro:test_1000:298,5,train
mmlupro:test_1000:300,10,train
mmlupro:test_1000:301,9,train
mmlupro:test_1000:303,10,train
mmlupro:test_1000:304,10,train
mmlupro:test_1000:306,10,train
mmlupro:test_1000:311,9,train
mmlupro:test_1000:312,10,train
mmlupro:test_1000:313,9,train
mmlupro:test_1000:314,3,train
mmlupro:test_1000:315,9,train
mmlupro:test_1000:316,10,train
mmlupro:test_1000:319,10,train
mmlupro:test_1000:320,0,train
mmlupro:test_1000:322,11,train
mmlupro:test_1000:323,10,train
mmlupro:test_1000:328,4,train
mmlupro:test_1000:329,10,train
mmlupro:test_1000:331,7,train
mmlupro:test_1000:333,10,train
mmlupro:test_1000:336,11,train
mmlupro:test_1000:337,10,train
mmlupro:test_1000:338,11,train
mmlupro:test_1000:339,10,train
mmlupro:test_1000:341,10,train
mmlupro:test_1000:342,9,train
mmlupro:test_1000:344,11,train
mmlupro:test_1000:345,10,train
mmlupro:test_1000:347,10,train
mmlupro:test_1000:349,5,train
mmlupro:test_1000:350,6,train
mmlupro:test_1000:351,4,train
mmlupro:test_1000:353,5,train
mmlupro:test_1000:356,11,train
mmlupro:test_1000:357,9,train
mmlupro:test_1000:358,10,train
mmlupro:test_1000:359,5,train
mmlupro:test_1000:360,10,train
mmlupro:test_1000:361,10,train
mmlupro:test_1000:363,10,train
mmlupro:test_1000:364,0,train
mmlupro:test_1000:365,11,train
mmlupro:test_1000:366,9,train
mmlupro:test_1000:369,10,train
mmlupro:test_1000:370,14,train
mmlupro:test_1000:372,10,train
mmlupro:test_1000:373,10,train
mmlupro:test_1000:374,4,train
mmlupro:test_1000:375,10,train
mmlupro:test_1000:376,11,train
mmlupro:test_1000:379,15,train
mmlupro:test_1000:381,10,train
mmlupro:test_1000:383,4,train
mmlupro:test_1000:384,10,train
mmlupro:test_1000:385,1,train
mmlupro:test_1000:387,3,train
mmlupro:test_1000:388,0,train
mmlupro:test_1000:391,11,train
mmlupro:test_1000:392,10,train
mmlupro:test_1000:394,10,train
mmlupro:test_1000:395,11,train
mmlupro:test_1000:400,5,train
mmlupro:test_1000:403,9,train
mmlupro:test_1000:404,10,train
mmlupro:test_1000:406,13,train
mmlupro:test_1000:407,4,train
mmlupro:test_1000:408,10,train
mmlupro:test_1000:409,10,train
mmlupro:test_1000:410,9,train
mmlupro:test_1000:411,10,train
mmlupro:test_1000:412,10,train
mmlupro:test_1000:413,1,train
mmlupro:test_1000:414,10,train
mmlupro:test_1000:416,10,train
mmlupro:test_1000:417,10,train
mmlupro:test_1000:418,10,train
mmlupro:test_1000:419,5,train
mmlupro:test_1000:420,5,train
mmlupro:test_1000:422,5,train
mmlupro:test_1000:425,12,train
mmlupro:test_1000:426,1,train
mmlupro:test_1000:429,10,train
mmlupro:test_1000:430,11,train
mmlupro:test_1000:434,10,train
mmlupro:test_1000:435,10,train
mmlupro:test_1000:437,10,train
mmlupro:test_1000:440,9,train
mmlupro:test_1000:442,9,train
mmlupro:test_1000:443,4,train
mmlupro:test_1000:444,11,train
mmlupro:test_1000:445,9,train
mmlupro:test_1000:447,8,train
mmlupro:test_1000:448,3,train
mmlupro:test_1000:449,4,train
mmlupro:test_1000:452,10,train
mmlupro:test_1000:453,13,train
mmlupro:test_1000:454,10,train
mmlupro:test_1000:457,3,train
mmlupro:test_1000:459,9,train
mmlupro:test_1000:460,11,train
mmlupro:test_1000:461,10,train
mmlupro:test_1000:462,0,train
mmlupro:test_1000:465,0,train
mmlupro:test_1000:466,10,train
mmlupro:test_1000:468,5,train
mmlupro:test_1000:469,5,train
mmlupro:test_1000:470,10,train
mmlupro:test_1000:473,10,train
mmlupro:test_1000:474,10,train
mmlupro:test_1000:475,5,train
mmlupro:test_1000:476,11,train
mmlupro:test_1000:477,0,train
mmlupro:test_1000:478,10,train
mmlupro:test_1000:479,9,train
mmlupro:test_1000:481,9,train
mmlupro:test_1000:483,10,train
mmlupro:test_1000:484,0,train
mmlupro:test_1000:485,4,train
mmlupro:test_1000:487,10,train
mmlupro:test_1000:489,5,train
mmlupro:test_1000:490,2,train
mmlupro:test_1000:492,10,train
mmlupro:test_1000:493,12,train
mmlupro:test_1000:494,12,train
mmlupro:test_1000:495,10,train
mmlupro:test_1000:497,9,train
mmlupro:test_1000:498,11,train
mmlupro:test_1000:500,11,train
mmlupro:test_1000:503,10,train
mmlupro:test_1000:504,5,train
mmlupro:test_1000:506,11,train
mmlupro:test_1000:508,9,train
mmlupro:test_1000:509,10,train
mmlupro:test_1000:510,9,train
mmlupro:test_1000:513,10,train
mmlupro:test_1000:514,3,train
mmlupro:test_1000:515,10,train
mmlupro:test_1000:516,10,train
mmlupro:test_1000:517,9,train
mmlupro:test_1000:518,5,train
mmlupro:test_1000:522,9,train
mmlupro:test_1000:523,10,train
mmlupro:test_1000:533,5,train
mmlupro:test_1000:535,10,train
mmlupro:test_1000:539,9,train
mmlupro:test_1000:540,10,train
mmlupro:test_1000:541,5,train
mmlupro:test_1000:542,4,train
mmlupro:test_1000:550,10,train
mmlupro:test_1000:551,10,train
mmlupro:test_1000:553,13,train
mmlupro:test_1000:556,10,train
mmlupro:test_1000:557,0,train
mmlupro:test_1000:558,5,train
mmlupro:test_1000:560,15,train
mmlupro:test_1000:561,15,train
mmlupro:test_1000:562,1,train
mmlupro:test_1000:563,10,train
mmlupro:test_1000:566,9,train
mmlupro:test_1000:569,0,train
mmlupro:test_1000:570,10,train
mmlupro:test_1000:571,11,train
mmlupro:test_1000:572,10,train
mmlupro:test_1000:574,10,train
mmlupro:test_1000:576,10,train
mmlupro:test_1000:577,10,train
mmlupro:test_1000:578,9,train
mmlupro:test_1000:581,11,train
mmlupro:test_1000:589,10,train
mmlupro:test_1000:590,9,train
mmlupro:test_1000:591,11,train
mmlupro:test_1000:596,13,train
mmlupro:test_1000:600,10,train
mmlupro:test_1000:603,10,train
mmlupro:test_1000:604,11,train
mmlupro:test_1000:605,9,train
mmlupro:test_1000:607,11,train
mmlupro:test_1000:608,10,train
mmlupro:test_1000:609,10,train
mmlupro:test_1000:610,10,train
mmlupro:test_1000:613,4,train
mmlupro:test_1000:615,10,train
mmlupro:test_1000:617,10,train
mmlupro:test_1000:618,11,train
mmlupro:test_1000:619,5,train
mmlupro:test_1000:621,10,train
mmlupro:test_1000:623,9,train
mmlupro:test_1000:624,10,train
mmlupro:test_1000:626,9,train
mmlupro:test_1000:627,11,train
mmlupro:test_1000:630,1,train
mmlupro:test_1000:631,9,train
mmlupro:test_1000:632,10,train
mmlupro:test_1000:633,10,train
mmlupro:test_1000:637,10,train
mmlupro:test_1000:639,10,train
mmlupro:test_1000:640,10,train
mmlupro:test_1000:642,10,train
mmlupro:test_1000:643,10,train
mmlupro:test_1000:645,10,train
mmlupro:test_1000:646,10,train
mmlupro:test_1000:648,11,train
mmlupro:test_1000:650,10,train
mmlupro:test_1000:651,11,train
mmlupro:test_1000:654,9,train
mmlupro:test_1000:656,11,train
mmlupro:test_1000:657,13,train
mmlupro:test_1000:660,10,train
mmlupro:test_1000:662,11,train
mmlupro:test_1000:663,10,train
mmlupro:test_1000:664,10,train
mmlupro:test_1000:665,10,train
mmlupro:test_1000:666,5,train
mmlupro:test_1000:667,3,train
mmlupro:test_1000:670,9,train
mmlupro:test_1000:671,10,train
mmlupro:test_1000:673,10,train
mmlupro:test_1000:675,4,train
mmlupro:test_1000:676,6,train
mmlupro:test_1000:678,10,train
mmlupro:test_1000:679,5,train
mmlupro:test_1000:680,10,train
mmlupro:test_1000:681,10,train
mmlupro:test_1000:682,10,train
mmlupro:test_1000:685,12,train
mmlupro:test_1000:686,11,train
mmlupro:test_1000:688,4,train
mmlupro:test_1000:689,9,train
mmlupro:test_1000:692,10,train
mmlupro:test_1000:698,10,train
mmlupro:test_1000:699,10,train
mmlupro:test_1000:701,10,train
mmlupro:test_1000:702,10,train
mmlupro:test_1000:703,11,train
mmlupro:test_1000:704,11,train
mmlupro:test_1000:706,5,train
mmlupro:test_1000:708,10,train
mmlupro:test_1000:711,0,train
mmlupro:test_1000:716,10,train
mmlupro:test_1000:717,4,train
mmlupro:test_1000:718,5,train
mmlupro:test_1000:719,9,train
mmlupro:test_1000:724,10,train
mmlupro:test_1000:726,11,train
mmlupro:test_1000:731,2,train
mmlupro:test_1000:732,11,train
mmlupro:test_1000:734,10,train
mmlupro:test_1000:737,0,train
mmlupro:test_1000:738,11,train
mmlupro:test_1000:739,9,train
mmlupro:test_1000:740,10,train
mmlupro:test_1000:742,6,train
mmlupro:test_1000:745,10,train
mmlupro:test_1000:746,2,train
mmlupro:test_1000:747,9,train
mmlupro:test_1000:748,4,train
mmlupro:test_1000:750,5,train
mmlupro:test_1000:751,9,train
mmlupro:test_1000:753,9,train
mmlupro:test_1000:755,10,train
mmlupro:test_1000:756,10,train
mmlupro:test_1000:757,10,train
mmlupro:test_1000:758,8,train
mmlupro:test_1000:761,0,train
mmlupro:test_1000:765,1,train
mmlupro:test_1000:766,10,train
mmlupro:test_1000:767,11,train
mmlupro:test_1000:768,9,train
mmlupro:test_1000:770,13,train
mmlupro:test_1000:771,11,train
mmlupro:test_1000:773,10,train
mmlupro:test_1000:775,11,train
mmlupro:test_1000:777,11,train
mmlupro:test_1000:779,10,train
mmlupro:test_1000:780,0,train
mmlupro:test_1000:782,10,train
mmlupro:test_1000:783,10,train
mmlupro:test_1000:788,11,train
mmlupro:test_1000:789,8,train
mmlupro:test_1000:790,10,train
mmlupro:test_1000:793,10,train
mmlupro:test_1000:796,5,train
mmlupro:test_1000:797,10,train
mmlupro:test_1000:800,3,train
mmlupro:test_1000:801,10,train
mmlupro:test_1000:802,5,train
mmlupro:test_1000:803,10,train
mmlupro:test_1000:804,9,train
mmlupro:test_1000:805,10,train
mmlupro:test_1000:808,11,train
mmlupro:test_1000:810,4,train
mmlupro:test_1000:811,10,train
mmlupro:test_1000:812,10,train
mmlupro:test_1000:814,11,train
mmlupro:test_1000:816,10,train
mmlupro:test_1000:817,10,train
mmlupro:test_1000:818,10,train
mmlupro:test_1000:823,4,train
mmlupro:test_1000:828,10,train
mmlupro:test_1000:830,9,train
mmlupro:test_1000:831,9,train
mmlupro:test_1000:835,10,train
mmlupro:test_1000:836,11,train
mmlupro:test_1000:837,11,train
mmlupro:test_1000:838,9,train
mmlupro:test_1000:840,9,train
mmlupro:test_1000:842,1,train
mmlupro:test_1000:843,9,train
mmlupro:test_1000:844,5,train
mmlupro:test_1000:846,11,train
mmlupro:test_1000:849,4,train
mmlupro:test_1000:850,13,train
mmlupro:test_1000:853,11,train
mmlupro:test_1000:854,9,train
mmlupro:test_1000:855,10,train
mmlupro:test_1000:857,11,train
mmlupro:test_1000:860,10,train
mmlupro:test_1000:861,11,train
mmlupro:test_1000:862,10,train
mmlupro:test_1000:864,5,train
mmlupro:test_1000:866,11,train
mmlupro:test_1000:867,10,train
mmlupro:test_1000:869,10,train
mmlupro:test_1000:870,10,train
mmlupro:test_1000:871,10,train
mmlupro:test_1000:873,9,train
mmlupro:test_1000:875,9,train
mmlupro:test_1000:876,10,train
mmlupro:test_1000:878,9,train
mmlupro:test_1000:880,0,train
mmlupro:test_1000:881,0,train
mmlupro:test_1000:883,14,train
mmlupro:test_1000:885,9,train
mmlupro:test_1000:887,10,train
mmlupro:test_1000:889,11,train
mmlupro:test_1000:891,9,train
mmlupro:test_1000:892,13,train
mmlupro:test_1000:893,5,train
mmlupro:test_1000:894,9,train
mmlupro:test_1000:896,10,train
mmlupro:test_1000:897,7,train
mmlupro:test_1000:898,9,train
mmlupro:test_1000:899,10,train
mmlupro:test_1000:901,0,train
mmlupro:test_1000:902,2,train
mmlupro:test_1000:904,5,train
mmlupro:test_1000:907,10,train
mmlupro:test_1000:908,9,train
mmlupro:test_1000:909,10,train
mmlupro:test_1000:910,10,train
mmlupro:test_1000:911,9,train
mmlupro:test_1000:913,10,train
mmlupro:test_1000:914,10,train
mmlupro:test_1000:915,9,train
mmlupro:test_1000:916,9,train
mmlupro:test_1000:919,9,train
mmlupro:test_1000:922,11,train
mmlupro:test_1000:924,12,train
mmlupro:test_1000:925,1,train
mmlupro:test_1000:926,11,train
mmlupro:test_1000:929,10,train
mmlupro:test_1000:934,10,train
mmlupro:test_1000:935,0,train
mmlupro:test_1000:936,4,train
mmlupro:test_1000:937,10,train
mmlupro:test_1000:940,12,train
mmlupro:test_1000:941,10,train
mmlupro:test_1000:942,10,train
mmlupro:test_1000:944,5,train
mmlupro:test_1000:946,10,train
mmlupro:test_1000:947,11,train
mmlupro:test_1000:948,10,train
mmlupro:test_1000:949,11,train
mmlupro:test_1000:951,10,train
mmlupro:test_1000:952,5,train
mmlupro:test_1000:953,5,train
mmlupro:test_1000:954,10,train
mmlupro:test_1000:961,10,train
mmlupro:test_1000:962,0,train
mmlupro:test_1000:963,3,train
mmlupro:test_1000:965,5,train
mmlupro:test_1000:966,10,train
mmlupro:test_1000:967,11,train
mmlupro:test_1000:968,11,train
mmlupro:test_1000:970,5,train
mmlupro:test_1000:971,5,train
mmlupro:test_1000:972,10,train
mmlupro:test_1000:973,5,train
mmlupro:test_1000:974,10,train
mmlupro:test_1000:975,10,train
mmlupro:test_1000:979,11,train
mmlupro:test_1000:982,10,train
mmlupro:test_1000:983,11,train
mmlupro:test_1000:984,9,train
mmlupro:test_1000:986,9,train
mmlupro:test_1000:989,9,train
mmlupro:test_1000:990,10,train
mmlupro:test_1000:991,3,train
mmlupro:test_1000:996,10,train
mmlupro:test_1000:997,10,train
mmlupro:test_1000:998,9,train
mmlupro:test_1000:1000,11,train
mmlupro:test_1000:1001,11,train
math500:test:1,9,train
math500:test:2,9,train
math500:test:4,11,train
math500:test:5,5,train
math500:test:10,4,train
math500:test:12,0,train
math500:test:14,5,train
math500:test:15,5,train
math500:test:17,11,train
math500:test:18,5,train
math500:test:20,13,train
math500:test:21,8,train
math500:test:22,11,train
math500:test:23,10,train
math500:test:25,4,train
math500:test:26,0,train
math500:test:27,10,train
math500:test:28,10,train
math500:test:29,10,train
math500:test:30,11,train
math500:test:31,9,train
math500:test:32,11,train
math500:test:33,10,train
math500:test:34,9,train
math500:test:35,11,train
math500:test:36,11,train
math500:test:37,11,train
math500:test:38,13,train
math500:test:39,11,train
math500:test:40,11,train
math500:test:41,5,train
math500:test:42,11,train
math500:test:45,4,train
math500:test:47,0,train
math500:test:51,11,train
math500:test:53,11,train
math500:test:54,9,train
math500:test:55,11,train
math500:test:56,11,train
math500:test:57,11,train
math500:test:59,9,train
math500:test:60,9,train
math500:test:63,0,train
math500:test:64,3,train
math500:test:65,11,train
math500:test:66,11,train
math500:test:67,0,train
math500:test:68,9,train
math500:test:70,0,train
math500:test:72,9,train
math500:test:73,5,train
math500:test:74,9,train
math500:test:75,11,train
math500:test:76,9,train
math500:test:81,11,train
math500:test:83,9,train
math500:test:88,0,train
math500:test:89,13,train
math500:test:90,11,train
math500:test:91,3,train
math500:test:93,11,train
math500:test:96,0,train
math500:test:97,11,train
math500:test:101,5,train
math500:test:103,11,train
math500:test:106,10,train
math500:test:108,0,train
math500:test:113,11,train
math500:test:114,11,train
math500:test:115,11,train
math500:test:116,11,train
math500:test:117,11,train
math500:test:118,11,train
math500:test:119,13,train
math500:test:120,4,train
math500:test:121,11,train
math500:test:122,11,train
math500:test:123,9,train
math500:test:125,9,train
math500:test:126,15,train
math500:test:127,0,train
math500:test:128,9,train
math500:test:130,11,train
math500:test:131,11,train
math500:test:133,3,train
math500:test:134,9,train
math500:test:135,0,train
math500:test:136,9,train
math500:test:137,0,train
math500:test:138,9,train
math500:test:141,11,train
math500:test:142,11,train
math500:test:143,10,train
math500:test:144,0,train
math500:test:145,9,train
math500:test:146,11,train
math500:test:147,5,train
math500:test:148,0,train
math500:test:150,11,train
math500:test:152,15,train
math500:test:153,11,train
math500:test:155,10,train
math500:test:156,9,train
math500:test:159,11,train
math500:test:162,11,train
math500:test:165,11,train
math500:test:166,6,train
math500:test:167,5,train
math500:test:168,11,train
math500:test:171,11,train
math500:test:172,11,train
math500:test:174,11,train
math500:test:181,1,train
math500:test:182,11,train
math500:test:184,11,train
math500:test:186,14,train
math500:test:188,11,train
math500:test:189,11,train
math500:test:193,4,train
math500:test:195,0,train
math500:test:196,11,train
math500:test:198,11,train
math500:test:199,9,train
math500:test:201,9,train
math500:test:203,4,train
math500:test:205,0,train
math500:test:206,0,train
math500:test:207,4,train
math500:test:209,1,train
math500:test:214,4,train
math500:test:215,9,train
math500:test:216,11,train
math500:test:218,11,train
math500:test:219,4,train
math500:test:220,5,train
math500:test:221,10,train
math500:test:222,4,train
math500:test:223,5,train
math500:test:228,9,train
math500:test:231,0,train
math500:test:232,10,train
math500:test:233,11,train
math500:test:234,0,train
math500:test:235,11,train
math500:test:237,11,train
math500:test:239,11,train
math500:test:240,13,train
math500:test:242,11,train
math500:test:243,10,train
math500:test:244,5,train
math500:test:246,11,train
math500:test:248,11,train
math500:test:251,11,train
math500:test:252,10,train
math500:test:254,9,train
math500:test:255,10,train
math500:test:257,11,train
math500:test:261,11,train
math500:test:265,5,train
math500:test:267,11,train
math500:test:268,5,train
math500:test:270,9,train
math500:test:272,9,train
math500:test:274,10,train
math500:test:275,11,train
math500:test:277,11,train
math500:test:278,11,train
math500:test:279,9,train
math500:test:280,9,train
math500:test:282,5,train
math500:test:283,9,train
math500:test:284,9,train
math500:test:285,11,train
math500:test:289,4,train
math500:test:290,11,train
math500:test:291,4,train
math500:test:292,9,train
math500:test:293,11,train
math500:test:294,9,train
math500:test:295,11,train
math500:test:297,11,train
math500:test:298,11,train
math500:test:299,0,train
math500:test:300,9,train
math500:test:303,6,train
math500:test:305,11,train
math500:test:307,13,train
math500:test:308,11,train
math500:test:314,4,train
math500:test:316,0,train
math500:test:317,13,train
math500:test:319,8,train
math500:test:320,11,train
math500:test:321,5,train
math500:test:322,3,train
math500:test:323,11,train
math500:test:326,9,train
math500:test:327,5,train
math500:test:328,11,train
math500:test:329,0,train
math500:test:330,4,train
math500:test:331,10,train
math500:test:334,11,train
math500:test:335,11,train
math500:test:337,11,train
math500:test:338,11,train
math500:test:339,11,train
math500:test:341,0,train
math500:test:342,11,train
math500:test:343,11,train
math500:test:344,1,train
math500:test:347,0,train
math500:test:348,9,train
math500:test:349,11,train
math500:test:351,5,train
math500:test:352,0,train
math500:test:355,11,train
math500:test:356,11,train
math500:test:358,3,train
math500:test:360,0,train
math500:test:361,5,train
math500:test:362,11,train
math500:test:363,9,train
math500:test:364,11,train
math500:test:366,0,train
math500:test:370,5,train
math500:test:371,0,train
math500:test:372,13,train
math500:test:375,4,train
math500:test:379,9,train
math500:test:381,11,train
math500:test:382,11,train
math500:test:383,5,train
math500:test:384,9,train
math500:test:385,11,train
math500:test:387,11,train
math500:test:388,11,train
math500:test:389,11,train
math500:test:391,0,train
math500:test:392,0,train
math500:test:393,5,train
math500:test:397,5,train
math500:test:400,9,train
math500:test:401,9,train
math500:test:404,9,train
math500:test:406,10,train
math500:test:407,11,train
math500:test:409,0,train
math500:test:410,11,train
