query_id,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
math500:test:58,9.369190133582727e-08,0.0,0.0,1.494748901003508e-08,1.0401067475550411e-07,2.6435414510264838e-08,0.0,5.0717634057937845e-09,1.6999864992031293e-08,1.93122623295456e-10,1.8545535538319842e-09,0.9999996908556573,0.0,3.693386353137216e-08,0.0,9.005694920188082e-09
math500:test:61,0.062176790567421016,0.0,0.0,0.021918921851925306,0.02115467106198919,0.04858010834384885,0.0,0.0026965612681399877,0.005237492925123521,0.06298741756362249,0.09945468231001486,0.6312801298882372,0.0,0.03876635836600001,0.0,0.005746865853677629
math500:test:69,0.0025063766245847713,0.0,0.0,0.0007628428662241843,0.005055831449473161,0.004176757102241312,0.0,0.0006009046195279263,0.0009326168414703165,0.0032178784932519653,0.659123475766079,0.3205774594511154,0.0,0.0019440598841709885,0.0,0.0011017969018609758
math500:test:71,0.003942521165496367,0.0,0.0,0.0009692768170735685,0.006923153096544421,0.0006894430757354269,0.0,0.00020002162786303827,0.00039414078515060476,0.9803922331103453,0.00048048994519678836,0.005150490821116367,0.0,0.0004066742764968683,0.0,0.0004515552789812462
math500:test:77,0.0009502632126236902,0.0,0.0,0.00024453818234139744,0.0004621783538199894,0.009870933218236096,0.0,0.00048573555641328816,0.0003538250333751054,0.02453509965598865,0.0014064258722266618,0.9603234686022988,0.0,0.0010415943198852716,0.0,0.0003259379927909231
math500:test:84,0.0014261369333924228,0.0,0.0,0.0003229085199674728,0.00016095672509920856,0.000530226782452281,0.0,0.00023935502196257996,0.0002878249451854105,0.010113526900737241,0.003419305078254784,0.9829551167257161,0.0,0.00029209218549051627,0.0,0.00025255018174198126
math500:test:85,0.0651949400118758,0.0,0.0,0.01355229759180579,0.004968293619909017,0.036454867162380285,0.0,0.004936842766557068,0.0039750682139879385,0.10206072343127882,0.025097521997621424,0.7081056171312946,0.0,0.031209704500116904,0.0,0.004444123573172327
math500:test:92,0.019240589923927975,0.0,0.0,0.003193426241899492,0.0038547641876847797,0.0047906603458526455,0.0,0.0007444620716088159,0.0012693998183656127,0.03556928040266077,0.0025313766430340727,0.8938036776080553,0.0,0.03350396290641306,0.0,0.0014983998504974933
math500:test:95,0.0011918062418734513,0.0,0.0,0.0013476334604092034,0.00296966066239009,0.9045487771460369,0.0,0.0006781102591526126,0.0007570379964779165,0.060742442465426934,0.007245602732525147,0.019043846751420783,0.0,0.00065779600542129,0.0,0.0008172862788656662
math500:test:99,0.06466523083709962,0.0,0.0,0.007756030918993656,0.001678185923656934,0.00523233166381902,0.0,0.0046711716725026655,0.002902623245356434,0.36345383040216306,0.0028555330375748035,0.5406775857421682,0.0,0.0033117757852061964,0.0,0.002795700771459383
math500:test:100,0.9687049686375165,0.0,0.0,0.0004108864578795862,0.001614435920826547,0.001029609946840429,0.0,0.0004070489463874216,0.0005379536177039133,0.014210783487062855,0.0007434286956316787,0.0059109111833173375,0.0,0.005933492032675692,0.0,0.0004964810741580209
math500:test:102,0.10769366839317211,0.0,0.0,0.00158080192790235,0.018957228819946707,0.019134830196335453,0.0,0.0016732489742108721,0.001448629890701522,0.07379406140102075,0.0029546980194319478,0.7687608940652648,0.0,0.0021831236274869746,0.0,0.0018188146845265632
math500:test:104,0.9277620210151213,0.0,0.0,0.00047044541406477585,0.0003698010079780119,0.0006080366907113464,0.0,0.0005053904819682229,0.0003774203418922136,0.006293628871652029,0.000971566566916702,0.061062560908361985,0.0,0.0012625068506518086,0.0,0.0003166218506817636
math500:test:109,0.015907390773558617,0.0,0.0,0.0008033571602815131,0.001826473680328866,0.0007109978013729268,0.0,0.0003144061246419261,0.0004015791656886362,0.016592385501004035,0.005931995941820629,0.9565327915559432,0.0,0.0005278703896624671,0.0,0.00045075190569729976
math500:test:110,0.0026228291297200283,0.0,0.0,0.0007977246353540458,0.0019524479901175161,0.004074859791824645,0.0,0.0009146411903921441,0.000707955750940103,0.009147145675799826,0.018011355897124826,0.9597290179044894,0.0,0.0012132665124132292,0.0,0.0008287555218242411
math500:test:124,0.00046557703727557933,0.0,0.0,0.00037122574740991384,0.0007045575530451483,0.9823439824624111,0.0,0.0004778401689855285,0.0002564871315959696,0.004524049039945571,0.0038169979666399317,0.006471395209435463,0.0,0.00028512504661055673,0.0,0.00028276263664522296
math500:test:129,0.006264172903214835,0.0,0.0,0.0013819610096402314,0.14839492342792393,0.0020361054969341,0.0,0.00027398247859570585,0.0006335317724050397,0.8313302700786452,0.0025744785692286944,0.005439278439671295,0.0,0.0009653080951701283,0.0,0.000705987728570724
aime:hybrid:4,0.09184884071511785,0.0,0.0,0.0048740305198560095,0.11987394103737227,0.007624325900524169,0.0,0.01092783733477966,0.015284827017821793,0.2553744061060783,0.288718852685863,0.16045040283673956,0.0,0.03697062696972317,0.0,0.008051908876124133
aime:hybrid:16,0.9312780733915127,0.0,0.0,0.001184517491253191,0.0027221398153033137,0.0005791017619472943,0.0,0.0005784429913537469,0.0005027582753543426,0.001153676849702321,0.0008632260762626671,0.03587710093250357,0.0,0.024762998942015755,0.0,0.0004979634727910832
aime:hybrid:17,0.9630345509086652,0.0,0.0,0.0013135972840516564,0.001136441299976265,0.005588729393078638,0.0,0.0016206207727428265,0.000511962285310061,0.016811851666486945,0.002653741740089004,0.005142829419282296,0.0,0.0017389194930576908,0.0,0.00044675573725948763
aime:hybrid:18,0.9811635186952492,0.0,0.0,0.0014429332800178565,0.002192498035699491,0.0008620276276656146,0.0,0.0005648018427881878,0.0003598029612014897,0.003656427972236331,0.005806002717582457,0.0022870977092717274,0.0,0.0010577647234187946,0.0,0.0006071244348686843
aime:hybrid:22,0.13434120654571938,0.0,0.0,0.0029119733085794055,0.00870543617566708,0.25281599504752056,0.0,0.00222801324946436,0.002685584946499562,0.11190141000218254,0.010999881402880437,0.4496655082640766,0.0,0.020773465196175924,0.0,0.0029715258612341144
aime:hybrid:27,0.8292079323008511,0.0,0.0,0.0019005022704988558,0.02287791911185208,0.006729267296500245,0.0,0.0032563707034075602,0.0015114458967201703,0.03471696334800192,0.06518917593461111,0.025629180140673495,0.0,0.007612494934328942,0.0,0.0013687480625545617
aime:hybrid:30,0.2839502366975735,0.0,0.0,0.0050819117977432505,0.21177685232606175,0.004994083887893836,0.0,0.0095915120906963,0.0033271682882275986,0.09377507409073028,0.006422877535536396,0.3705941187297266,0.0,0.006978669358476782,0.0,0.0035074951973338843
aime:hybrid:31,0.005251930963667513,0.0,0.0,5.6359059585440965e-05,0.00021510996526985683,0.000174878496852397,0.0,5.127414456342087e-05,7.294761386898035e-05,0.0007423429943357021,0.00022999189830348818,0.9930449345325456,0.0,9.668874781234196e-05,0.0,6.354158319525798e-05
aime:hybrid:34,0.6262453437687924,0.0,0.0,0.0007892973406826141,0.0026399415701056235,0.001079568828017351,0.0,0.0012532707633867738,0.000692898234800129,0.3081292556170122,0.00019725616552145492,0.04309506372362036,0.0,0.015242522954213763,0.0,0.0006355810338473108
aime:hybrid:36,0.03448626912892889,0.0,0.0,0.0028558531356670477,0.009741673637497348,0.027057462848429213,0.0,0.0020509128553956118,0.0018199472353272004,0.16953744504706195,0.005189715760952828,0.7432009403307824,0.0,0.0024714513585712763,0.0,0.0015883286613860934
aime:hybrid:37,0.5019857634189885,0.0,0.0,0.00653980759030814,0.20065692754833417,0.007000766777277682,0.0,0.005948508526293034,0.0030322987057676784,0.03459174838735364,0.09218199046496901,0.12834777486570334,0.0,0.015393623088643563,0.0,0.004320790626361194
aime:hybrid:39,0.30222562574403034,0.0,0.0,0.011784872856833791,0.00831705589393028,0.018835192610101196,0.0,0.018474858874355377,0.004550894615933323,0.16268659104385688,0.3312792758449164,0.11670245142964639,0.0,0.02128322626465752,0.0,0.003859954821738616
aime:hybrid:44,0.7122745939549332,0.0,0.0,0.004480532532820032,0.009348955564693302,0.03353938317850084,0.0,0.006735284291217501,0.0021847254584488438,0.09428059834536967,0.048016717883356604,0.011335544324191446,0.0,0.07590855404797292,0.0,0.0018951104184957352
aime:hybrid:53,0.07948327373466653,0.0,0.0,0.005925545024747977,0.6601692278374109,0.007292209303881232,0.0,0.0038373369301151075,0.0016896408270680122,0.18601330138219221,0.0032397704922597034,0.04927451391814942,0.0,0.00174633966220261,0.0,0.0013288408873062538
