view,min_leaf,state_label,gemini-3.5-flash,gpt-5.5,qwen3-14b-awq-local,qwen3-32b-awq-local,qwen3-4b-local,qwen3-8b-local,train_state_count,selected_model,mean_state_variance
probe_only,10,z05,0.0931944959788025,0.7370767954254185,0.8823529411764706,0.7058823529411765,0.47058823529411764,0.4117647058823529,17,qwen3-14b-awq-local,0.17310544936294206
probe_only,10,z06,0.2406514006744161,0.07840667391479378,0.13793103448275862,0.13793103448275862,0.10344827586206896,0.0603448275862069,116,gemini-3.5-flash,0.16672545134882719
probe_only,10,z07,0.06953424790062306,-0.2820072591359983,0.41,0.41,0.06,0.13,100,qwen3-14b-awq-local,0.16879080849875894
probe_only,20,z00,0.8833935754661464,0.7990380468844174,0.1724137931034483,0.29310344827586204,0.5344827586206896,0.4482758620689655,58,gemini-3.5-flash,0.17249315843850788
probe_only,20,z01,0.9385147361508842,0.8700836263915226,0.8625,0.9,0.95,0.75,80,qwen3-4b-local,0.08394442775423984
probe_only,20,z02,0.05798173361173599,0.10013893492478255,0.0,0.43478260869565216,0.17391304347826086,0.08695652173913043,23,qwen3-32b-awq-local,0.16334814643731235
probe_only,20,z03,0.1535836808260677,0.5169141981965669,0.8679245283018868,0.7924528301886793,0.22641509433962265,0.0,53,qwen3-14b-awq-local,0.14382788255436912
probe_only,20,z04,0.07860143118816353,0.7241724857282498,0.9777777777777777,0.9333333333333333,0.6,0.9777777777777777,45,qwen3-14b-awq-local,0.08720865822596229
probe_only,20,z05,0.3067878565071011,0.4271385735377068,0.43636363636363634,0.45454545454545453,0.2545454545454545,0.2,55,qwen3-32b-awq-local,0.23374279356275016
probe_only,20,z06,0.08471242895330207,-0.2836391898884397,0.4430379746835443,0.4810126582278481,0.06329113924050633,0.1518987341772152,79,qwen3-32b-awq-local,0.1774290239310742
probe_only,20,z07,0.13017858287608877,-0.07737749253170474,0.13131313131313133,0.06060606060606061,0.0707070707070707,0.04040404040404041,99,qwen3-14b-awq-local,0.132392579601295
probe_only,30,z00,0.8833935754661464,0.7990380468844174,0.1724137931034483,0.29310344827586204,0.5344827586206896,0.4482758620689655,58,gemini-3.5-flash,0.17249315843850788
probe_only,30,z01,0.9385147361508842,0.8700836263915226,0.8625,0.9,0.95,0.75,80,qwen3-4b-local,0.08394442775423984
probe_only,30,z02,0.07461902147473286,0.6462915066911019,0.7857142857142857,0.8392857142857143,0.5,0.7857142857142857,56,qwen3-32b-awq-local,0.16333611486893562
probe_only,30,z03,0.3067878565071011,0.4271385735377068,0.43636363636363634,0.45454545454545453,0.2545454545454545,0.2,55,qwen3-32b-awq-local,0.23374279356275016
probe_only,30,z04,0.08471242895330207,-0.2836391898884397,0.4430379746835443,0.4810126582278481,0.06329113924050633,0.1518987341772152,79,qwen3-32b-awq-local,0.1774290239310742
probe_only,30,z05,0.13017858287608877,-0.07737749253170474,0.13131313131313133,0.06060606060606061,0.0707070707070707,0.04040404040404041,99,qwen3-14b-awq-local,0.132392579601295
probe_only,30,z06,0.0588170973892792,0.07910697274982718,0.5151515151515151,0.5151515151515151,0.24242424242424243,0.0,33,qwen3-14b-awq-local,0.18366258562002516
probe_only,30,z07,0.21534218574648814,0.7338923559379152,0.90625,0.9375,0.21875,0.0625,32,qwen3-32b-awq-local,0.11628944320769082
probe_only,40,z00,0.8833935754661464,0.7990380468844174,0.1724137931034483,0.29310344827586204,0.5344827586206896,0.4482758620689655,58,gemini-3.5-flash,0.17249315843850788
probe_only,40,z01,0.9385147361508842,0.8700836263915226,0.8625,0.9,0.95,0.75,80,qwen3-4b-local,0.08394442775423984
probe_only,40,z02,0.13587560242667437,0.4014628537039629,0.7076923076923077,0.7230769230769231,0.23076923076923078,0.03076923076923077,65,qwen3-32b-awq-local,0.1815417490729322
probe_only,40,z03,0.07461902147473286,0.6462915066911019,0.7857142857142857,0.8392857142857143,0.5,0.7857142857142857,56,qwen3-32b-awq-local,0.16333611486893562
probe_only,40,z04,0.3067878565071011,0.4271385735377068,0.43636363636363634,0.45454545454545453,0.2545454545454545,0.2,55,qwen3-32b-awq-local,0.23374279356275016
probe_only,40,z05,0.08471242895330207,-0.2836391898884397,0.4430379746835443,0.4810126582278481,0.06329113924050633,0.1518987341772152,79,qwen3-32b-awq-local,0.1774290239310742
probe_only,40,z06,0.09572780150319524,-0.2517590050366681,0.11864406779661017,0.03389830508474576,0.03389830508474576,0.0,59,qwen3-14b-awq-local,0.10036167047742357
probe_only,40,z07,0.18099348540110677,0.1798352384131162,0.15,0.1,0.125,0.1,40,gemini-3.5-flash,0.16129647202745367
semantic_pca8_plus_probe,5,z00,0.8833935754661464,0.7990380468844174,0.1724137931034483,0.29310344827586204,0.5344827586206896,0.4482758620689655,58,gemini-3.5-flash,0.17249315843850788
semantic_pca8_plus_probe,5,z01,0.9385147361508842,0.8700836263915226,0.8625,0.9,0.95,0.75,80,qwen3-4b-local,0.08394442775423984
semantic_pca8_plus_probe,5,z02,-0.022040495240122283,-0.11235435773899352,0.1875,0.0,0.125,0.0,16,qwen3-14b-awq-local,0.09912898615444014
semantic_pca8_plus_probe,5,z03,0.17880401252679531,0.5359764859841701,0.7868852459016393,0.8688524590163934,0.0,0.3114754098360656,61,qwen3-32b-awq-local,0.15362565916915658
semantic_pca8_plus_probe,5,z04,0.05582233000059808,0.7134207714602001,0.8863636363636364,0.9318181818181818,0.9318181818181818,0.6136363636363636,44,qwen3-32b-awq-local,0.10505764446242476
semantic_pca8_plus_probe,5,z05,0.0931944959788025,0.7370767954254185,0.8823529411764706,0.7058823529411765,0.47058823529411764,0.4117647058823529,17,qwen3-14b-awq-local,0.17310544936294206
semantic_pca8_plus_probe,5,z06,0.2406514006744161,0.07840667391479378,0.13793103448275862,0.13793103448275862,0.10344827586206896,0.0603448275862069,116,gemini-3.5-flash,0.16672545134882719
semantic_pca8_plus_probe,5,z07,0.06953424790062306,-0.2820072591359983,0.41,0.41,0.06,0.13,100,qwen3-14b-awq-local,0.16879080849875894
semantic_pca8_plus_probe,10,z00,0.8833935754661464,0.7990380468844174,0.1724137931034483,0.29310344827586204,0.5344827586206896,0.4482758620689655,58,gemini-3.5-flash,0.17249315843850788
semantic_pca8_plus_probe,10,z01,0.9385147361508842,0.8700836263915226,0.8625,0.9,0.95,0.75,80,qwen3-4b-local,0.08394442775423984
semantic_pca8_plus_probe,10,z02,-0.022040495240122283,-0.11235435773899352,0.1875,0.0,0.125,0.0,16,qwen3-14b-awq-local,0.09912898615444014
semantic_pca8_plus_probe,10,z03,0.17880401252679531,0.5359764859841701,0.7868852459016393,0.8688524590163934,0.0,0.3114754098360656,61,qwen3-32b-awq-local,0.15362565916915658
semantic_pca8_plus_probe,10,z04,0.05582233000059808,0.7134207714602001,0.8863636363636364,0.9318181818181818,0.9318181818181818,0.6136363636363636,44,qwen3-32b-awq-local,0.10505764446242476
semantic_pca8_plus_probe,10,z05,0.0931944959788025,0.7370767954254185,0.8823529411764706,0.7058823529411765,0.47058823529411764,0.4117647058823529,17,qwen3-14b-awq-local,0.17310544936294206
semantic_pca8_plus_probe,10,z06,0.2406514006744161,0.07840667391479378,0.13793103448275862,0.13793103448275862,0.10344827586206896,0.0603448275862069,116,gemini-3.5-flash,0.16672545134882719
semantic_pca8_plus_probe,10,z07,0.06953424790062306,-0.2820072591359983,0.41,0.41,0.06,0.13,100,qwen3-14b-awq-local,0.16879080849875894
semantic_pca8_plus_probe,20,z00,0.8833935754661464,0.7990380468844174,0.1724137931034483,0.29310344827586204,0.5344827586206896,0.4482758620689655,58,gemini-3.5-flash,0.17249315843850788
semantic_pca8_plus_probe,20,z01,0.9385147361508842,0.8700836263915226,0.8625,0.9,0.95,0.75,80,qwen3-4b-local,0.08394442775423984
semantic_pca8_plus_probe,20,z02,0.05798173361173599,0.10013893492478255,0.0,0.43478260869565216,0.17391304347826086,0.08695652173913043,23,qwen3-32b-awq-local,0.16334814643731235
semantic_pca8_plus_probe,20,z03,0.1535836808260677,0.5169141981965669,0.8679245283018868,0.7924528301886793,0.22641509433962265,0.0,53,qwen3-14b-awq-local,0.14382788255436912
semantic_pca8_plus_probe,20,z04,0.07860143118816353,0.7241724857282498,0.9777777777777777,0.9333333333333333,0.6,0.9777777777777777,45,qwen3-14b-awq-local,0.08720865822596229
semantic_pca8_plus_probe,20,z05,0.3067878565071011,0.4271385735377068,0.43636363636363634,0.45454545454545453,0.2545454545454545,0.2,55,qwen3-32b-awq-local,0.23374279356275016
semantic_pca8_plus_probe,20,z06,0.08471242895330207,-0.2836391898884397,0.4430379746835443,0.4810126582278481,0.06329113924050633,0.1518987341772152,79,qwen3-32b-awq-local,0.1774290239310742
semantic_pca8_plus_probe,20,z07,0.13017858287608877,-0.07737749253170474,0.13131313131313133,0.06060606060606061,0.0707070707070707,0.04040404040404041,99,qwen3-14b-awq-local,0.132392579601295
semantic_pca8_plus_probe,30,z00,0.8833935754661464,0.7990380468844174,0.1724137931034483,0.29310344827586204,0.5344827586206896,0.4482758620689655,58,gemini-3.5-flash,0.17249315843850788
semantic_pca8_plus_probe,30,z01,0.9385147361508842,0.8700836263915226,0.8625,0.9,0.95,0.75,80,qwen3-4b-local,0.08394442775423984
semantic_pca8_plus_probe,30,z02,0.07461902147473286,0.6462915066911019,0.7857142857142857,0.8392857142857143,0.5,0.7857142857142857,56,qwen3-32b-awq-local,0.16333611486893562
semantic_pca8_plus_probe,30,z03,0.3067878565071011,0.4271385735377068,0.43636363636363634,0.45454545454545453,0.2545454545454545,0.2,55,qwen3-32b-awq-local,0.23374279356275016
semantic_pca8_plus_probe,30,z04,0.08471242895330207,-0.2836391898884397,0.4430379746835443,0.4810126582278481,0.06329113924050633,0.1518987341772152,79,qwen3-32b-awq-local,0.1774290239310742
semantic_pca8_plus_probe,30,z05,0.13017858287608877,-0.07737749253170474,0.13131313131313133,0.06060606060606061,0.0707070707070707,0.04040404040404041,99,qwen3-14b-awq-local,0.132392579601295
semantic_pca8_plus_probe,30,z06,0.0588170973892792,0.07910697274982718,0.5151515151515151,0.5151515151515151,0.24242424242424243,0.0,33,qwen3-14b-awq-local,0.18366258562002516
semantic_pca8_plus_probe,30,z07,0.21534218574648814,0.7338923559379152,0.90625,0.9375,0.21875,0.0625,32,qwen3-32b-awq-local,0.11628944320769082
semantic_pca8_plus_probe,40,z00,0.8833935754661464,0.7990380468844174,0.1724137931034483,0.29310344827586204,0.5344827586206896,0.4482758620689655,58,gemini-3.5-flash,0.17249315843850788
semantic_pca8_plus_probe,40,z01,0.9385147361508842,0.8700836263915226,0.8625,0.9,0.95,0.75,80,qwen3-4b-local,0.08394442775423984
semantic_pca8_plus_probe,40,z02,0.13587560242667437,0.4014628537039629,0.7076923076923077,0.7230769230769231,0.23076923076923078,0.03076923076923077,65,qwen3-32b-awq-local,0.1815417490729322
semantic_pca8_plus_probe,40,z03,0.07461902147473286,0.6462915066911019,0.7857142857142857,0.8392857142857143,0.5,0.7857142857142857,56,qwen3-32b-awq-local,0.16333611486893562
semantic_pca8_plus_probe,40,z04,0.3067878565071011,0.4271385735377068,0.43636363636363634,0.45454545454545453,0.2545454545454545,0.2,55,qwen3-32b-awq-local,0.23374279356275016
semantic_pca8_plus_probe,40,z05,0.08471242895330207,-0.2836391898884397,0.4430379746835443,0.4810126582278481,0.06329113924050633,0.1518987341772152,79,qwen3-32b-awq-local,0.1774290239310742
semantic_pca8_plus_probe,40,z06,0.09572780150319524,-0.2517590050366681,0.11864406779661017,0.03389830508474576,0.03389830508474576,0.0,59,qwen3-14b-awq-local,0.10036167047742357
semantic_pca8_plus_probe,40,z07,0.18099348540110677,0.1798352384131162,0.15,0.1,0.125,0.1,40,gemini-3.5-flash,0.16129647202745367
