query_id,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
math500:test:58,9.019599059544313e-08,0.0,0.0,1.2744072879819084e-08,9.888616521612431e-08,2.397861286977533e-08,0.0,4.449193058949367e-09,1.4973330250912226e-08,1.5555539014660755e-10,1.6552249595592583e-09,0.9999997121426469,0.0,3.272552419862389e-08,0.0,8.093683560301372e-09
math500:test:61,0.06447476699102221,0.0,0.0,0.021859814426302412,0.021832877750082885,0.049786702815620004,0.0,0.0027051611020183033,0.005268584175368632,0.06445932247554907,0.10162814638069625,0.6231121864520421,0.0,0.03903390044366258,0.0,0.00583853698763553
math500:test:69,0.0026527178259741243,0.0,0.0,0.0007320057895480083,0.005156384438045915,0.004264120300507348,0.0,0.0006011500211320046,0.0009381136921584692,0.0036491525958927064,0.6680696029559915,0.31084920267581023,0.0,0.0019639831221692273,0.0,0.0011235665827704524
math500:test:71,0.004542657752901676,0.0,0.0,0.0010591476696577755,0.008213616060459769,0.0007812691699770172,0.0,0.00021892630376167538,0.0004342843503701658,0.9773635899930379,0.0005415733722383157,0.0058856336770026635,0.0,0.00045098252973693975,0.0,0.0005083191208560591
math500:test:77,0.0011650391119966167,0.0,0.0,0.000358796626672794,0.0005394240220236393,0.012080678817054637,0.0,0.0006305413476702666,0.0004509464024604281,0.03694484399085603,0.0016699445101507045,0.9444876685088672,0.0,0.0012719804727532264,0.0,0.0004001361894944593
math500:test:84,0.0010358588698360402,0.0,0.0,0.0004084160498271209,0.0001631310187890773,0.00046610749465031295,0.0,0.00021170212360471297,0.00026813079569365,0.007006052822574315,0.0032624705029815266,0.9866459952908662,0.0,0.0002874646567812527,0.0,0.00024467037439588626
math500:test:85,0.1456309058914736,0.0,0.0,0.01132680743559428,0.0033577289846098233,0.0456589371162959,0.0,0.008683555479392332,0.004820246504542706,0.25944475549653906,0.02180311677677154,0.46674086428570727,0.0,0.028393730431998027,0.0,0.004139351597075597
math500:test:92,0.019205350649402302,0.0,0.0,0.0028788995463600274,0.003947952173327643,0.0048462610580231515,0.0,0.0007262119264622732,0.001237236442474272,0.03769013919534926,0.0025236409589649163,0.8922003735379519,0.0,0.033260412939688004,0.0,0.0014835215719961362
math500:test:95,0.0012538985320144276,0.0,0.0,0.0013710389584094924,0.0029371735942460664,0.9044499465792588,0.0,0.0006895658913278944,0.0007637440669799784,0.06162755943287312,0.007161806403957322,0.018273829348707166,0.0,0.0006601366888950535,0.0,0.0008113005033306449
math500:test:99,0.06264645844157839,0.0,0.0,0.009217393122685751,0.0017746772878597427,0.005326642882541215,0.0,0.004845821865505893,0.003037219003022675,0.3562562193068325,0.0029702833745717102,0.5475557502678952,0.0,0.0034714430041008406,0.0,0.00289809144340624
math500:test:100,0.9676408383718715,0.0,0.0,0.000543750910140149,0.0017661740326796098,0.0010981229068380764,0.0,0.0004473933688792592,0.0005962988348089008,0.013712277017599158,0.0008133016330051231,0.006156100794527753,0.0,0.0066803819707844,0.0,0.0005453601588660269
math500:test:102,0.1092703466040621,0.0,0.0,0.0012715567926966929,0.018094316204521524,0.01835274279085528,0.0,0.0015578597156527757,0.001340741621066363,0.06949865042852484,0.002755360935380483,0.7741681653683731,0.0,0.0019979682136280776,0.0,0.0016922913252388771
math500:test:104,0.9130279008700597,0.0,0.0,0.0007855554264449077,0.0004847705234674582,0.0007166612112023313,0.0,0.0006089923338326709,0.00047114314356482966,0.0065881827454013124,0.0012383583553653712,0.074041309033737,0.0,0.0016326032180893255,0.0,0.0004045231388353399
math500:test:109,0.016704810275068347,0.0,0.0,0.0007270063567174085,0.0017707633053442872,0.0007073447853663426,0.0,0.0003082983215882724,0.0003897828184144313,0.01632706705651745,0.0057273394324655075,0.9563994912871903,0.0,0.0005038183181910296,0.0,0.0004342780431366417
math500:test:110,0.002540408753659169,0.0,0.0,0.0007279913723146415,0.0019732008379159728,0.004004868425649122,0.0,0.0008614340342408621,0.0006757008249030453,0.0087845974966001,0.017771309366690847,0.9606725939504153,0.0,0.0011771233389326235,0.0,0.0008107715986784441
math500:test:124,0.00052606551234857,0.0,0.0,0.00034302797846106394,0.0006870299799730966,0.9822506895221353,0.0,0.0004814650674310431,0.0002555188788476501,0.0049050665106177204,0.00371480624076136,0.006282576970583085,0.0,0.0002771251106531885,0.0,0.0002766282281878729
math500:test:129,0.005988652007218372,0.0,0.0,0.00109003196271631,0.1329464378522697,0.0018581061125844012,0.0,0.00024061339686689043,0.0005573490797636952,0.8487858592857876,0.002298202943504237,0.004757721111416071,0.0,0.0008467871149281461,0.0,0.0006302391329443911
aime:hybrid:4,0.08517233239513161,0.0,0.0,0.004839005869607976,0.12367035213187047,0.007495143887369633,0.0,0.010452971883876562,0.014895924040382834,0.2609645227581451,0.29039308776393213,0.15788003580076956,0.0,0.03619155106068134,0.0,0.008045072408233028
aime:hybrid:16,0.9316472718351156,0.0,0.0,0.0013148422656128979,0.002826127899930915,0.0005755985456147978,0.0,0.000571461721797903,0.0005043850672618934,0.0010873916093166556,0.0008686666257925135,0.035355481133825084,0.0,0.024744459383410702,0.0,0.0005043139123208651
aime:hybrid:17,0.9629933458953996,0.0,0.0,0.0016394805148338106,0.001116087144964866,0.005547203771901098,0.0,0.0016727628925727893,0.0005315696171190095,0.01695707059688216,0.002657306360010053,0.004636240780940896,0.0,0.0017925598763856966,0.0,0.0004563725489900012
aime:hybrid:18,0.9813985030833966,0.0,0.0,0.0015885677446295264,0.0020880959744151084,0.0008526115666850092,0.0,0.0005804696210018757,0.00036546649906673537,0.0036725105111770355,0.00568260129364187,0.0021263169463429667,0.0,0.0010490626085928366,0.0,0.0005957941510503058
aime:hybrid:22,0.14563361586348547,0.0,0.0,0.0027766109782629868,0.008478228147359435,0.2590011780375372,0.0,0.002258559685213575,0.002691123835002204,0.12218288985450722,0.010845734035791307,0.4227324198391109,0.0,0.020454463040871004,0.0,0.0029451766828588297
aime:hybrid:27,0.8124917646934743,0.0,0.0,0.002523425641493479,0.026340830751443722,0.007298232648040232,0.0,0.003533930924786995,0.0016902114825605111,0.03294346629552032,0.07364714230394509,0.029364852202916635,0.0,0.008619342323123686,0.0,0.0015468007326950512
aime:hybrid:30,0.2767605614641221,0.0,0.0,0.004507167385429119,0.209408194722408,0.004948396200627293,0.0,0.00903325357649436,0.0031879245132883445,0.09604612854790244,0.006348379127836245,0.3795062309756084,0.0,0.006815542870123429,0.0,0.0034382206161601
aime:hybrid:31,0.0035288039371523692,0.0,0.0,7.082243619645734e-05,0.00021579684704087828,0.00015539137875694145,0.0,4.587645029534114e-05,6.838611867878969e-05,0.0005267163919404128,0.00022317996050043936,0.9950061944666448,0.0,9.696838589410082e-05,0.0,6.186362689943576e-05
aime:hybrid:34,0.6315774870168313,0.0,0.0,0.0008963911396179692,0.0025219415639144466,0.0010450221500877953,0.0,0.0012756567509205428,0.0006979385565850493,0.30783316186269655,0.00018880122372614546,0.038509227435488666,0.0,0.014834895934060557,0.0,0.0006194763660710912
aime:hybrid:36,0.03416446816756294,0.0,0.0,0.003903260313753081,0.010416090005134566,0.028477407883681336,0.0,0.0022561973847914606,0.0020104444223973837,0.1700032554136337,0.005611915418070622,0.7386870615859848,0.0,0.002735624850853563,0.0,0.0017342745541365178
aime:hybrid:37,0.5293206083639339,0.0,0.0,0.00655041237812527,0.19219697050150727,0.0068080056157071465,0.0,0.005801864246569165,0.0029739352040338216,0.0384546918622082,0.08860694535350418,0.1103348494874744,0.0,0.014751992955095048,0.0,0.004199724031841649
aime:hybrid:39,0.2810972476607846,0.0,0.0,0.016199360446772525,0.009013694933424691,0.0190919358497614,0.0,0.019045418106407624,0.004845453939302196,0.14951134860338064,0.35512437599899815,0.11869744372842028,0.0,0.023210373853402196,0.0,0.004163346879345752
aime:hybrid:44,0.7239111506333906,0.0,0.0,0.004991437888490157,0.008307619005517531,0.0313143608334667,0.0,0.006640945182768497,0.0021241069840003744,0.09592370367851694,0.044623345127604144,0.009153061761137452,0.0,0.07123986894660478,0.0,0.0017703999585025945
aime:hybrid:53,0.06538146574394654,0.0,0.0,0.008287238874469506,0.701661241858562,0.0070625062749604985,0.0,0.0037712424580188335,0.0017277567260936583,0.15630718740828237,0.0033766913513038513,0.04916896932639674,0.0,0.0018607769813379271,0.0,0.0013949229966281314
